Source,Target,Weight
Samuel Wegg,George Lloyd,3
George Baker,Peter Newcome,3
Matthew Duane,John Darker,3
Charleton Wollaston,Joshua Iremonger,3
Robert Watson,David Papillon,3
James Stuart,Isaac Hawkins-Brown,3
Thomas Wood,Charleton Wollaston,3
Alexander Aubert,Isaac Hawkins-Brown,3
Alex Russell,Joshua Iremonger,3
Wellbore Ellis,Jeremy Dyson,3
Samuel Horsley,Joseph Warner,3
Edward Hooper,Joseph Warner,3
Henry Palmerston,Michael Lort,3
Ralph Verney,Alex Russell,3
John Cooksey,William Dixon,3
John Cuthbert,Robert Burrow,3
Henry Bolt Cay,Robert Barker,3
William Roy,John Ross,3
William Tempest,Benjamin Robins,3
John Cuthbert,John Ross,3
John Smeaton,Hugh Willoughby,3
William Mann Godschal,William Seward,3
Richard Kaye,Matthew Maty,3
John Cuthbert,Joshua Iremonger,3
Ralph Verney,John Pringle,3
Charles Blagden,Joseph Planta,3
John Clephane,George  Graham,3
Michael Lort,Nicholas Munckley,3
James Porter,John Smeaton,3
Paul Whichcote,George  Graham,3
Robert Barker Hodgkinson,Henry Cavendish,3
Matthew Duane,John Cope,3
George Parker Macclesfield,James Gibbs,3
Lewis Crusius,Paul Whichcote,3
James West,Wellbore Ellis,3
Alexander Dalrymple,George Lloyd,3
John Mitchel,William Battie,3
John Topham,Samuel Horsley,3
Joseph Planta,John Topham,3
Samuel Mead,Peter Daval,3
Benjamin Robins,Jonathan Richardson,3
John Cope,William Hall,3
Patrick Russell,John Topham,3
Hugh Hume,William Hall,3
John Cuthbert,John Hyde,3
John Darker,William Heberden,3
Samuel Squire,James Lever,3
Charles Cavendish,Jonathan Richardson,3
Joseph Warner,James Creed,3
Paul Whichcote,John Mitchel,3
William Mann Godschal,Cadogan,3
John Lewis Pettit,William Fauquier,3
Joseph Banks,Robert Barker,3
John Hadley,George Bell,3
Daniel Solander,Joshua Iremonger,3
Robert Barker Hodgkinson,John Pringle,3
Joshua Iremonger,James Gibbs,3
John Darker,Thomas Astle,3
William Mann Godschal,Francis Wollaston,3
Neville Maskeleyne,James Creed,3
Richard Kaye,Anthony Shepherd,3
Edward Hooper,Alex Russell,3
Wellbore Ellis,Jonathan Richardson,3
James Porter,James Stuart,3
John Smeaton,William Heberden,3
Samuel Horsley,Cadogan,3
Samuel Chandler,Samuel Wegg,3
Richard Huck Saunders,Martin Folkes,3
Joseph Banks,Nicholas Munckley,3
Henry Palmerston,Samuel Wegg,3
Robert Watson,William Battie,3
Cadogan,Robert Moore,3
John Clephane,Joseph Warner,3
Joseph Banks,John Ellicot,3
Robert Burrow,William Fauquier,3
John Cope,Alex Russell,3
Ralph Verney,Joshua Iremonger,3
Christopher Middleton,Josiah Colebrooke,3
John Darker,Charles Cavendish,3
Wellbore Ellis,George Lloyd,3
Hugh Hume,John Ross,3
Charles Morton,Francis Fauquier,3
James Porter,Samuel Dyer,3
Peter Holford,Josiah Colebrooke,3
Joseph Planta,John Ross,3
John Cooksey,Richard Graham,3
George Shuckborough,Samuel Wegg,3
James Porter,Thomas Birch,3
Henry Palmerston,Samuel Horsley,3
Joshua Iremonger,Wellbore Ellis,3
Paul Whichcote,James Gibbs,3
William Freeman,James Lever,3
John Mitchel,Jeremy Dyson,3
Francis Fauquier,Richard Graham,3
Samuel Mead,Joshua Iremonger,3
George Lloyd,Charles Stanhope,3
William Musgrave,Richard Huck Saunders,3
Charles Blagden,Anthony Shepherd,3
Alexander Aubert,James West,3
Matthew Maty,Lewis Crusius,3
James Porter,Joseph Ayloffe,3
James Douglas,Robert Moore,3
Matthew Duane,John Turton,3
Charles Blagden,William Heberden,3
James Porter,Edward Hooper,3
Edward Hooper,William Fauquier,3
Francis Fauquier,John Mitchel,3
Lewis Crusius,Charles Stanhope,3
John Hyde,George Bell,3
Joseph Banks,James Douglas,3
James Creed,Christopher Middleton,3
Michael Lort,James West,3
William Seward,William Watson,3
John Topham,James Stuart,3
William Russell,Charles Cavendish,3
Henry Cavendish,James Creed,3
Robert Burrow,Ralph Verney,3
John Smeaton,Ralph Verney,3
Christopher Middleton,Nicholas Munckley,3
John Smeaton,Samuel Squire,3
George Baker,Philip Miller,3
John Clephane,George Lewis Scott,3
Samuel Chandler,George Bell,3
Samuel Mead,John Pringle,3
John Ross,Charles Stanhope,3
William Roy,William Mann Godschal,3
John Cope,Ralph Verney,3
John Cuthbert,Francis Wollaston,3
Joseph Banks,Cadogan,3
Anthony Shepherd,John Ross,3
William Russell,Peter Holford,3
John Smeaton,John Hyde,3
Samuel Hemming,Henry Palmerston,3
George Baker,Joseph Warner,3
James Creed,Benjamin Robins,3
John Walsh,James Porter,3
William Russell,John Hadley,3
Francis Wollaston,Robert Barker,3
John Smeaton,William Hall,3
Thomas Astle,Charles Cavendish,3
Alexander Dalrymple,James Douglas,3
Samuel Mead,Francis Fauquier,3
George Lloyd,James Gibbs,3
Matthew Maty,Joshua Iremonger,3
William Russell,Peter Newcome,3
Samuel Chandler,John Clephane,3
Alexander Aubert,William Fauquier,3
Charles Cavendish,Paul Whichcote,3
George Shuckborough,William Musgrave,3
Ralph Verney,Samuel Wegg,3
John Mitchel,John Cooksey,3
Samuel Wegg,James Creed,3
Paul Whichcote,William Fauquier,3
Martin Folkes,James Lever,3
Henry Cavendish,Charles  Feake,3
James West,Isaac Hawkins-Brown,3
George Lloyd,John Mitchel,3
Matthew Maty,Francis Wollaston,3
Samuel Wegg,Charleton Wollaston,3
Ralph Verney,Joseph Ayloffe,3
John Darker,Cadogan,3
Lewis Crusius,Peter Daval,3
James Douglas,Charles Stanhope,3
John Hadley,Charles Cavendish,3
Benjamin Prideaux,Richard Roderick,3
John Topham,Alexander Aubert,3
James Porter,Peter Newcome,3
John Turton,Samuel Dyer,3
Daniel Solander,George Lloyd,3
William Junior Watson,Michael Lort,3
John Cuthbert,Isaac Hawkins-Brown,3
John Topham,Matthew Raper,3
Charles Blagden,Samuel Hemming,3
Joseph Warner,Jonathan Richardson,3
Daines Barrington,Alex Russell,3
Peter Holford,James Burrow,3
William Junior Watson,James Porter,3
William Fauquier,Joseph Ayloffe,3
Henry Cavendish,Arthur Pond,3
Richard Kaye,Robert Barker,3
James West,John Clephane,3
Lewis Crusius,George  Graham,3
Samuel Wegg,William Fauquier,3
John Mitchel,George Lewis Scott,3
John Topham,James Burrow,3
Cadogan,James Postlethwaite,3
Paul Whichcote,Jonathan Richardson,3
Hugh Hume,James Postlethwaite,3
Alexander Dalrymple,James West,3
George Baker,Hugh Willoughby,3
John Cope,Isaac Hawkins-Brown,3
John Pringle,Benjamin Prideaux,3
Robert Moore,Charles Cavendish,3
James West,Charles  Feake,3
Michael Lort,Samuel Dyer,3
Samuel Wegg,Charles Stanhope,3
Samuel Wegg,George Parker Macclesfield,3
David Papillon,Benjamin Prideaux,3
Edward Hooper,John Hadley,3
Richard Kaye,Francis Wollaston,3
Anthony Shepherd,William Seward,3
Edward Hooper,Joshua Iremonger,3
Matthew Maty,William Fauquier,3
William Heberden,Robert Barker,3
William Roy,Michael Lort,3
George Shuckborough,Neville Maskeleyne,3
Samuel Hemming,John Darker,3
John Pringle,John Mitchel,3
Joshua Iremonger,Charles Stanhope,3
Joseph Banks,William Fauquier,3
Francis Wollaston,Henry Bolt Cay,3
Francis Wollaston,John Ellicot,3
Robert Moore,George Lloyd,3
Martin Folkes,Christopher Middleton,3
William Junior Watson,Nicholas Munckley,3
James Stuart,Charleton Wollaston,3
Isaac Hawkins-Brown,Francis Fauquier,3
John Cuthbert,Cadogan,3
Taylor White,Robert Moore,3
Wellbore Ellis,David Papillon,3
John Ross,Charles  Feake,3
Matthew Raper,Joshua Iremonger,3
John Hadley,George Lloyd,3
Matthew Duane,George Baker,3
John Topham,Edward Hooper,3
George Shuckborough,Edward Hooper,3
John Hyde,David Papillon,3
John Cuthbert,Anthony Shepherd,3
Robert Burrow,Richard Huck Saunders,3
John Hadley,Robert Moore,3
James Gibbs,Jeremy Dyson,3
Francis Fauquier,Paul Whichcote,3
Thomas Astle,Ralph Verney,3
John Darker,William Seward,3
Robert Burrow,William Hall,3
Daniel Solander,William Fauquier,3
Robert Burrow,Philip Miller,3
John Turton,Robert Burrow,3
George  Graham,John Cooksey,3
Matthew Raper,Lewis Crusius,3
John Walsh,George Lloyd,3
John Ross,Robert Barker,3
Samuel Horsley,Ralph Verney,3
Richard Roderick,James Lever,3
William Russell,Peter Daval,3
Neville Maskeleyne,Isaac Hawkins-Brown,3
Charles  Feake,Benjamin Prideaux,3
John Ross,Lewis Crusius,3
Charles Blagden,John Turton,3
George Baker,Samuel Chandler,3
James Stuart,William Seward,3
Peter Daval,William Freeman,3
John Turton,Nicholas Munckley,3
Cadogan,Joseph Warner,3
Samuel Hemming,Robert Burrow,3
John Turton,James Douglas,3
Neville Maskeleyne,Francis Fauquier,3
Taylor White,Jeremy Dyson,3
Philip Miller,James Gibbs,3
John Smeaton,Richard Huck Saunders,3
Edward Hooper,Philip Miller,3
John Ross,George Bell,3
Wellbore Ellis,Joseph Warner,3
John Hyde,George Lloyd,3
Samuel Chandler,John Cooksey,3
Alexander Dalrymple,Nicholas Munckley,3
William Roy,Joseph Ayloffe,3
Patrick Russell,Henry Palmerston,3
Daines Barrington,John Turton,3
Arthur Pond,Richard Huck Saunders,3
Samuel Dyer,Wellbore Ellis,3
Alexander Dalrymple,James Porter,3
John Topham,Daniel Wray,3
Cadogan,Hugh Hume,3
John Walsh,Joseph Warner,3
John Darker,Joshua Iremonger,3
John Hyde,Paul Whichcote,3
Patrick Russell,John Turton,3
George  Graham,James Lever,3
John Walsh,Cadogan,3
Benjamin Prideaux,Richard Graham,3
Joshua Iremonger,James Creed,3
Joseph Warner,John Cooksey,3
Charles Blagden,Richard Kaye,3
Robert Barker Hodgkinson,Alexander Aubert,3
Christopher Middleton,Hugh Willoughby,3
George Baker,Francis Wollaston,3
John Hadley,Joshua Iremonger,3
Alexander Aubert,Peter Holford,3
Joshua Iremonger,Paul Whichcote,3
Robert Watson,James Douglas,3
Robert Burrow,Peter Daval,3
Robert Burrow,George Lloyd,3
John Clephane,William Dixon,3
Jeremy Dyson,Richard Graham,3
James Porter,Alex Russell,3
David Papillon,Jonathan Richardson,3
William Russell,Hugh Willoughby,3
Thomas Astle,Anthony Shepherd,3
Daines Barrington,James Douglas,2
Wellbore Ellis,Francis Fauquier,2
William Roy,John Lewis Pettit,2
John Darker,John Hyde,2
Charles Morton,James Creed,2
Samuel Mead,John Smeaton,2
Samuel Mead,Hugh Hume,2
Cadogan,George Lloyd,2
John Cope,John Hyde,2
Taylor White,Paul Whichcote,2
Thomas Wood,Samuel Mead,2
Joseph Banks,William Seward,2
William Russell,Charleton Wollaston,2
Charles Blagden,John Smeaton,2
Matthew Duane,Francis Wollaston,2
William Junior Watson,Robert Barker,2
Thomas Wood,John Pringle,2
James Douglas,George Lewis Scott,2
William Mann Godschal,Peter Newcome,2
Robert Burrow,John Hadley,2
William Junior Watson,George Baker,2
Samuel Wegg,John Clephane,2
Neville Maskeleyne,Hugh Hume,2
Thomas Astle,James Douglas,2
John Topham,William Watson,2
Paul Whichcote,James Lever,2
John Colebrooke,Jonathan Richardson,2
Matthew Maty,Samuel Mead,2
James Porter,John Lewis Pettit,2
Charles Blagden,Henry Palmerston,2
David Papillon,Paul Whichcote,2
John Hyde,Joseph Warner,2
Wellbore Ellis,George Lewis Scott,2
Anthony Shepherd,Joshua Iremonger,2
Robert Barker Hodgkinson,Neville Maskeleyne,2
William Russell,Richard Roderick,2
John Clephane,Jeremy Dyson,2
Joseph Banks,Gowin Knight,2
William Tempest,John Colebrooke,2
Samuel Chandler,Peter Daval,2
Cadogan,John Hadley,2
Francis Wollaston,Charleton Wollaston,2
Lewis Crusius,William Tempest,2
Matthew Raper,George Lewis Scott,2
Henry Palmerston,John Smeaton,2
Joseph Banks,Richard Huck Saunders,2
John Clephane,William Freeman,2
Joseph Planta,John Cuthbert,2
George Shuckborough,Michael Lort,2
Samuel Clark,David Papillon,2
John Lewis Pettit,Robert Barker,2
William Seward,Joseph Ayloffe,2
William Mann Godschal,Philip Miller,2
John Lewis Pettit,Francis Fauquier,2
Richard Kaye,Richard Huck Saunders,2
James Porter,James Douglas,2
Samuel Wegg,Wellbore Ellis,2
Wellbore Ellis,William Fauquier,2
Christopher Middleton,James Burrow,2
John Topham,Henry Bolt Cay,2
William Russell,Samuel Squire,2
John Cope,Gowin Knight,2
John Ross,Richard Roderick,2
Isaac Hawkins-Brown,George Lloyd,2
John Walsh,William Fauquier,2
Richard Kaye,John Turton,2
Arthur Pond,John Hadley,2
James West,Taylor White,2
Samuel Chandler,William Fauquier,2
Thomas Astle,Richard Huck Saunders,2
Robert Barker Hodgkinson,Robert Burrow,2
Richard Huck Saunders,Jonathan Richardson,2
Francis Wollaston,Charles Morton,2
John Topham,John Cope,2
Robert Watson,John Mitchel,2
Wellbore Ellis,Martin Folkes,2
Anthony Shepherd,John Ellicot,2
William Roy,Matthew Maty,2
Samuel Horsley,Lewis Crusius,2
Lewis Crusius,William Battie,2
Robert Watson,Jeremy Dyson,2
Robert Moore,Jonathan Richardson,2
Hugh Hume,Taylor White,2
John Walsh,Henry Palmerston,2
Hugh Hume,David Papillon,2
Samuel Dyer,Jonathan Richardson,2
William Battie,Jonathan Richardson,2
Ralph Verney,Cadogan,2
Robert Burrow,Joseph Warner,2
Joseph Planta,John Turton,2
John Walsh,Joshua Iremonger,2
George Shuckborough,Alexander Dalrymple,2
James Gibbs,James Lever,2
Peter Holford,Nicholas Munckley,2
William Mann Godschal,Joshua Iremonger,2
Matthew Duane,Richard Huck Saunders,2
Samuel Mead,Samuel Squire,2
Richard Kaye,Joshua Iremonger,2
Edward Hooper,Peter Holford,2
Christopher Middleton,Thomas Birch,2
Benjamin Prideaux,James Lever,2
Richard Huck Saunders,David Papillon,2
James Lever,Hugh Willoughby,2
Arthur Pond,John Hyde,2
George Baker,Anthony Shepherd,2
Samuel Chandler,Lewis Crusius,2
John Colebrooke,William Freeman,2
Samuel Horsley,Charles Cavendish,2
William Hall,John Maud,2
Francis Fauquier,William Freeman,2
Francis Wollaston,Samuel Clark,2
Ralph Verney,William Fauquier,2
Samuel Chandler,Robert Moore,2
Thomas Wood,John Hyde,2
George Baker,James Porter,2
Ralph Verney,Samuel Chandler,2
Neville Maskeleyne,Mark Akenside,2
William Mann Godschal,Richard Huck Saunders,2
Charles Blagden,Matthew Maty,2
Lewis Crusius,William Freeman,2
John Cope,Philip Miller,2
John Clephane,William Battie,2
John Turton,Francis Wollaston,2
Robert Moore,John Mitchel,2
James Douglas,James Postlethwaite,2
Edward Hooper,Samuel Chandler,2
William Mann Godschal,Joseph Warner,2
Thomas Wood,Neville Maskeleyne,2
William Mann Godschal,Lewis Crusius,2
Richard Graham,James Postlethwaite,2
William Hall,Benjamin Robins,2
George Shuckborough,John Walsh,2
Robert Burrow,Hugh Hume,2
James Stuart,Richard Huck Saunders,2
Isaac Hawkins-Brown,Martin Folkes,2
Michael Lort,John Ellicot,2
Paul Whichcote,William Dixon,2
James Stuart,Peter Holford,2
Benjamin Prideaux,Benjamin Robins,2
James Lever,John Ellicot,2
Cadogan,Jeremy Dyson,2
Henry Cavendish,Robert Watson,2
William Tempest,James Lever,2
William Mann Godschal,John Hyde,2
Henry Palmerston,Robert Barker,2
Francis Wollaston,John Ross,2
Robert Barker Hodgkinson,William Russell,2
John Maud,William Watson,2
Lewis Crusius,Richard Roderick,2
John Topham,John Lewis Pettit,2
Cadogan,James Creed,2
Taylor White,Wellbore Ellis,2
John Colebrooke,John Cooksey,2
Henry Maty,Henry Cavendish,2
John Turton,Michael Lort,2
Patrick Russell,Joshua Iremonger,2
Charles Stanhope,James Lever,2
Ralph Verney,Francis Fauquier,2
William Mann Godschal,James Porter,2
Samuel Chandler,James Postlethwaite,2
Richard Huck Saunders,Joseph Ayloffe,2
William Roy,Josiah Colebrooke,2
Robert Barker Hodgkinson,Thomas Astle,2
George Lewis Scott,John Cooksey,2
Richard Huck Saunders,Francis Fauquier,2
Cadogan,William Fauquier,2
John Topham,John Darker,2
William Mann Godschal,Matthew Maty,2
James Stuart,Thomas Birch,2
William Junior Watson,William Seward,2
Cadogan,Joshua Iremonger,2
Peter Daval,Christopher Middleton,2
Patrick Russell,William Seward,2
Paul Whichcote,William Freeman,2
Thomas Wood,Lewis Crusius,2
Daines Barrington,Gowin Knight,2
Anthony Shepherd,George Lloyd,2
Henry Palmerston,Francis Wollaston,2
John Smeaton,George Lloyd,2
Arthur Pond,Robert Moore,2
Jeremy Dyson,William Dixon,2
Francis Wollaston,John Smeaton,2
Arthur Pond,James Douglas,2
John Hyde,John Cooksey,2
Samuel Mead,Joseph Warner,2
John Hyde,Lewis Crusius,2
John Cope,William Heberden,2
James West,Peter Holford,2
James Stuart,Gowin Knight,2
John Hadley,George  Graham,2
William Hall,John Colebrooke,2
Charles Cavendish,William Battie,2
Samuel Wegg,Peter Holford,2
Lewis Crusius,William Dixon,2
James Lever,Peter Newcome,2
George Bell,Christopher Middleton,2
Anthony Shepherd,Thomas Birch,2
Charles Blagden,George Baker,2
Richard Kaye,Nicholas Munckley,2
Samuel Wegg,Jeremy Dyson,2
Hugh Hume,William Fauquier,2
Joseph Warner,Richard Graham,2
Cadogan,John Cooksey,2
Thomas Wood,Samuel Wegg,2
Joshua Iremonger,Joseph Warner,2
Samuel Wegg,William Tempest,2
James Porter,Samuel Mead,2
William Roy,Thomas Astle,2
William Seward,Matthew Raper,2
John Topham,Samuel Wegg,2
John Walsh,William Seward,2
Hugh Hume,Isaac Hawkins-Brown,2
Henry Bolt Cay,George Parker Macclesfield,2
Arthur Pond,William Fauquier,2
Daines Barrington,Joshua Iremonger,2
George Lloyd,David Papillon,2
Christopher Middleton,William Watson,2
John Maud,Thomas Birch,2
Thomas Astle,Joshua Iremonger,2
Taylor White,John Cooksey,2
Thomas Astle,Gowin Knight,2
George Shuckborough,Patrick Russell,2
Mark Akenside,John Mitchel,2
Anthony Shepherd,Peter Newcome,2
Samuel Horsley,Samuel Mead,2
Samuel Chandler,Charles Stanhope,2
John Clephane,John Mitchel,2
Francis Fauquier,George Lloyd,2
John Smeaton,Samuel Chandler,2
John Maud,George Bell,2
John Smeaton,John Hadley,2
Matthew Maty,Joseph Warner,2
Joseph Warner,James Gibbs,2
Thomas Wood,Hugh Hume,2
Joshua Iremonger,Francis Fauquier,2
Isaac Hawkins-Brown,Robert Moore,2
John Colebrooke,George Lewis Scott,2
John Smeaton,Isaac Hawkins-Brown,2
Ralph Verney,George Parker Macclesfield,2
Thomas Astle,Robert Barker,2
Samuel Chandler,James West,2
Samuel Hemming,John Turton,2
John Darker,John Ellicot,2
William Roy,Francis Wollaston,2
Daines Barrington,Charleton Wollaston,2
James Stuart,Francis Fauquier,2
Samuel Mead,Taylor White,2
John Darker,Matthew Maty,2
Samuel Horsley,John Hyde,2
Daines Barrington,Francis Wollaston,2
Francis Fauquier,John Colebrooke,2
John Hyde,Robert Moore,2
Lewis Crusius,James Postlethwaite,2
James Porter,Charles Cavendish,2
John Hadley,William Fauquier,2
Ralph Verney,George Lloyd,2
Samuel Chandler,Francis Fauquier,2
William Mann Godschal,Samuel Clark,2
Alex Russell,Jonathan Richardson,2
Edward Hooper,Thomas Wood,2
Samuel Hemming,Thomas Astle,2
David Papillon,Christopher Middleton,2
Charleton Wollaston,William Dixon,2
Benjamin Prideaux,Jeremy Dyson,2
Patrick Russell,Richard Huck Saunders,2
William Musgrave,Peter Holford,2
Richard Roderick,John Maud,2
Samuel Horsley,Isaac Hawkins-Brown,2
John Walsh,Charleton Wollaston,2
John Cope,Thomas Birch,2
William Junior Watson,Gowin Knight,2
Francis Wollaston,John Lewis Pettit,2
Henry Cavendish,Mark Akenside,2
Samuel Hemming,Francis Wollaston,2
Robert Burrow,Samuel Mead,2
Samuel Chandler,Isaac Hawkins-Brown,2
Thomas Astle,William Seward,2
Thomas Astle,Francis Wollaston,2
James Stuart,Joseph Warner,2
Matthew Raper,Jonathan Richardson,2
Samuel Chandler,Arthur Pond,2
Robert Burrow,Joshua Iremonger,2
Alexander Dalrymple,Peter Holford,2
William Musgrave,John Topham,2
Samuel Chandler,Paul Whichcote,2
Edward Hooper,John Hyde,2
Samuel Dyer,David Papillon,2
George Baker,George Lloyd,2
Joshua Iremonger,David Papillon,2
John Turton,John Smeaton,2
Taylor White,John Hyde,2
Neville Maskeleyne,Lewis Crusius,2
Charles  Feake,Christopher Middleton,2
Isaac Hawkins-Brown,William Fauquier,2
William Freeman,Jonathan Richardson,2
Charleton Wollaston,David Papillon,2
Robert Watson,George Lewis Scott,2
Samuel Wegg,Joseph Warner,2
Daniel Solander,Charleton Wollaston,2
Lewis Crusius,John Cooksey,2
William Mann Godschal,George Lloyd,2
John Turton,John Cuthbert,2
Henry Maty,Matthew Raper,2
John Smeaton,Joseph Warner,2
James Stuart,Philip Miller,2
James Stuart,Cadogan,2
William Russell,Isaac Hawkins-Brown,2
Anthony Shepherd,Francis Wollaston,2
Daines Barrington,Michael Lort,2
George Parker Macclesfield,John Maud,2
Samuel Mead,Charles Cavendish,2
John Clephane,William Fauquier,2
Benjamin Robins,James Postlethwaite,2
John Lewis Pettit,Lewis Crusius,2
Charles Morton,Peter Holford,2
Joseph Banks,Peter Holford,2
James Lever,Richard Graham,2
Robert Burrow,Samuel Squire,2
Charles  Feake,James Lever,2
John Cuthbert,William Fauquier,2
Cadogan,Taylor White,2
Matthew Maty,Peter Newcome,2
Benjamin Prideaux,James Burrow,2
Alexander Aubert,Joseph Warner,2
Samuel Dyer,Peter Holford,2
Matthew Maty,John Hyde,2
Charles Blagden,Daines Barrington,2
Robert Moore,Martin Folkes,2
William Russell,Joseph Warner,2
Cadogan,Charles Stanhope,2
Cadogan,Alex Russell,2
Matthew Duane,Henry Palmerston,2
John Lewis Pettit,Mark Akenside,2
David Papillon,William Fauquier,2
Robert Moore,William Fauquier,2
Daniel Solander,Cadogan,2
Henry Palmerston,Matthew Raper,2
Samuel Squire,John Maud,2
John Lewis Pettit,James Creed,2
Samuel Chandler,Charles  Feake,2
Daines Barrington,William Fauquier,2
John Topham,Joseph Banks,2
George Shuckborough,James Stuart,2
Joseph Warner,William Fauquier,2
Henry Maty,Matthew Maty,2
James Lever,James Burrow,2
Robert Moore,Benjamin Robins,2
Samuel Hemming,Henry Bolt Cay,2
Edward Hooper,Hugh Willoughby,2
John Turton,John Ellicot,2
Charles Blagden,Michael Lort,2
Isaac Hawkins-Brown,Joshua Iremonger,2
James Stuart,Samuel Clark,2
Peter Holford,John Ellicot,2
John Pringle,George Lewis Scott,2
William Junior Watson,George Lloyd,2
Henry Palmerston,Henry Bolt Cay,2
Matthew Duane,Matthew Maty,2
Cadogan,John Clephane,2
Hugh Hume,William Heberden,2
Neville Maskeleyne,John Cooksey,2
Joseph Banks,James West,2
Daniel Solander,Isaac Hawkins-Brown,2
Henry Maty,Edward Hooper,2
Joseph Warner,James Postlethwaite,2
Henry Cavendish,Samuel Squire,2
John Hadley,Martin Folkes,2
George Baker,Joshua Iremonger,2
Francis Fauquier,Benjamin Prideaux,2
Cadogan,Charles  Feake,2
Alex Russell,Richard Roderick,2
Thomas Astle,George Baker,2
George Lloyd,William Fauquier,2
John Clephane,Benjamin Robins,2
Anthony Shepherd,Nicholas Munckley,2
Samuel Wegg,John Cooksey,2
Samuel Mead,Joseph Ayloffe,2
Henry Bolt Cay,Francis Fauquier,2
John Lewis Pettit,Cadogan,2
Alex Russell,Charles Stanhope,2
Francis Wollaston,Robert Burrow,2
Isaac Hawkins-Brown,William Dixon,2
Henry Bolt Cay,Peter Holford,2
William Seward,Samuel Wegg,2
Henry Palmerston,Anthony Shepherd,2
Ralph Verney,Robert Moore,2
Henry Palmerston,Joseph Banks,2
James Porter,Joshua Iremonger,2
Thomas Wood,Charles Morton,2
Wellbore Ellis,Robert Moore,2
James West,Richard Huck Saunders,2
Samuel Horsley,William Fauquier,2
Charles Blagden,Joshua Iremonger,2
John Mitchel,Benjamin Prideaux,2
Philip Miller,Martin Folkes,2
Joshua Iremonger,Robert Moore,2
James Stuart,George Parker Macclesfield,2
Samuel Squire,Christopher Middleton,2
Peter Daval,John Maud,1
Ralph Verney,William Russell,1
James Stuart,Alex Russell,1
Samuel Chandler,Cadogan,1
James Douglas,George  Graham,1
James Gibbs,Christopher Middleton,1
Henry Palmerston,Daniel Wray,1
Matthew Duane,Isaac Hawkins-Brown,1
George Baker,Charles Cavendish,1
John Cuthbert,Philip Miller,1
Cadogan,Jonathan Richardson,1
Peter Holford,George Lewis Scott,1
Samuel Wegg,Charles  Feake,1
William Mann Godschal,William Hall,1
Matthew Maty,Taylor White,1
Samuel Mead,James Stuart,1
Charles Cavendish,George Lewis Scott,1
Patrick Russell,Isaac Hawkins-Brown,1
John Smeaton,Alex Russell,1
Richard Huck Saunders,George Lewis Scott,1
Joseph Warner,David Papillon,1
William Mann Godschal,John Hadley,1
Mark Akenside,George Lewis Scott,1
George Shuckborough,Samuel Horsley,1
William Roy,Henry Maty,1
George Shuckborough,Robert Burrow,1
William Seward,Arthur Pond,1
James Stuart,Nicholas Munckley,1
Peter Holford,Thomas Birch,1
Hugh Hume,John Hyde,1
Henry Maty,John Pringle,1
Patrick Russell,James Porter,1
Henry Maty,Josiah Colebrooke,1
James Porter,John Hyde,1
Henry Maty,George Lloyd,1
William Russell,George Bell,1
Thomas Wood,Cadogan,1
William Battie,James Creed,1
Robert Moore,James Lever,1
Peter Holford,Charles Cavendish,1
Joshua Iremonger,George Lewis Scott,1
William Russell,George Parker Macclesfield,1
Peter Holford,Peter Newcome,1
Samuel Hemming,Peter Holford,1
Samuel Horsley,John Cooksey,1
Joseph Warner,John Colebrooke,1
James Porter,Hugh Willoughby,1
Ralph Verney,Samuel Squire,1
Christopher Middleton,Richard Graham,1
John Mitchel,Jonathan Richardson,1
John Hyde,Martin Folkes,1
George Baker,Samuel Mead,1
William Fauquier,William Battie,1
Thomas Astle,Peter Holford,1
James Stuart,Robert Moore,1
Thomas Astle,John Turton,1
Isaac Hawkins-Brown,Robert Barker,1
Peter Daval,James Lever,1
William Roy,William Junior Watson,1
William Battie,Jeremy Dyson,1
Henry Palmerston,Josiah Colebrooke,1
Cadogan,Arthur Pond,1
John Smeaton,Hugh Hume,1
Paul Whichcote,Jeremy Dyson,1
Joseph Planta,Isaac Hawkins-Brown,1
Henry Palmerston,John Darker,1
John Hadley,Jonathan Richardson,1
Thomas Wood,Ralph Verney,1
Samuel Wegg,James Postlethwaite,1
John Ross,Martin Folkes,1
William Mann Godschal,John Cooksey,1
William Seward,Robert Watson,1
George Shuckborough,John Cope,1
Samuel Clark,John Mitchel,1
Robert Burrow,Charleton Wollaston,1
Anthony Shepherd,Samuel Chandler,1
Joshua Iremonger,Jeremy Dyson,1
Thomas Wood,Richard Huck Saunders,1
Robert Barker Hodgkinson,William Mann Godschal,1
Samuel Wegg,William Battie,1
Christopher Middleton,Daniel Wray,1
Joseph Warner,Lewis Crusius,1
Daines Barrington,Peter Newcome,1
William Junior Watson,Francis Wollaston,1
Benjamin Robins,James Lever,1
John Hyde,William Tempest,1
Charles Morton,William Seward,1
Peter Daval,Benjamin Prideaux,1
George Baker,Richard Huck Saunders,1
Peter Holford,John Colebrooke,1
Patrick Russell,Josiah Colebrooke,1
Charles Blagden,Francis Wollaston,1
Jonathan Richardson,Christopher Middleton,1
Anthony Shepherd,William Hall,1
William Russell,Lewis Crusius,1
Alexander Dalrymple,Isaac Hawkins-Brown,1
Francis Wollaston,Cadogan,1
Francis Wollaston,George Parker Macclesfield,1
Samuel Horsley,Thomas Wood,1
Edward Hooper,George Parker Macclesfield,1
Daines Barrington,Cadogan,1
